image_id,original_caption,generated_caption
103205630.jpg,"બે માણસો, બરફ પર ઉભા છે, વાદળી તાર્પથી ઢંકાયેલી કંઈક તરફ જોઈ રહ્યા છે.",બે લોકો બરફીલા ટેકરી પરથી નીચે ઉતરી રહ્યા છે.
1032122270.jpg,ત્રણ કૂતરા ઘાસમાં ઉભા છે અને એક વ્યક્તિ તેમની બાજુમાં બેઠો છે,એક સ્ત્રી અને એક કૂતરો ખેતરમાં છે.
1032460886.jpg,દૂર એક ગગનચુંબી ઇમારત દેખાય છે જેમાં એક માણસ કેમેરા સામે ચાલી રહ્યો છે.,એક માણસ એક ઇમારત પાસે ઊભો છે.
103306033.jpg,બ્રાઉન ડ્રેસ અને મેચિંગ પાઘડી પહેરેલી એક સ્ત્રી તેના સ્ટ્રોલરમાં એક નાના બાળકને પાર્કમાંથી ધકેલી રહી છે.,એક મહિલા તેના બાળકને સ્ટ્રોલરમાં ધકેલી રહી છે.
103328091.jpg,લાલ શર્ટ પહેરેલો એક એશિયન પુરુષ કરિયાણાના સ્ટોલ પાસે ફળો વેચતો બેઠો છે.,એક માણસ શેરી વિક્રેતા પાસે બેઠો છે.
1033767085.jpg,એક નાનો બાળક માથા પર બેન્ડ-એઇડ પહેરીને નાના સફેદ ટેબલ પર જમવા બેઠો છે અને એક નાની છોકરી પીળી પ્લેટમાંથી ખાઈ રહી છે.,બે નાના બાળકો ટેબલ પર બેઠા છે.
1034276567.jpg,એક નાનો છોકરો બંને હાથે મોંમાં કંઈક નાખે છે.,એક નાનો છોકરો ભોજન ખાઈ રહ્યો છે.
1034985636.jpg,જંગલી વાળવાળો એક માણસ ગિટાર વગાડીને શોમાં ધમાલ મચાવે છે.,સ્ટેજ પર ગિટાર વગાડતો એક માણસ.
1035019794.jpg,લીલા રંગના પોશાક અને હેલ્મેટ પહેરેલો એક વ્યક્તિ વાડની સામે ટેનિસ બોલ પર બેઝબોલ બેટ ફેરવી રહ્યો છે.,એક છોકરી સોફ્ટબોલ રમી રહી છે.
10350842.jpg,લીલા શર્ટ અને લાલ લાઇફ જેકેટમાં એક માણસ તળાવની આસપાસ નાવડીમાં બેઠો છે.,લાલ લાઇફ જેકેટ પહેરેલો એક માણસ નદીમાં નાવડી ચલાવી રહ્યો છે.
1035392784.jpg,લાંબા વાળ ધરાવતો કાળો માણસ તેના પર સ્ટિકર સાથે ગિટાર વગાડે છે.,એક માણસ ગિટાર વગાડી રહ્યો છે.
103625356.jpg,કાળા શર્ટ પહેરેલો એક માણસ ગંદા અધૂરા કોંક્રિટના કિનારે બેઠો છે જ્યારે ઘણા પાવડા અને અન્ય સાધનો નજીકના એક ઝાડ સાથે ટેકવે છે.,બાંધકામ કામદારો કામ કરી રહ્યા છે.
103631543.jpg,એક ઓછી રોશનીવાળા રેસ્ટોરન્ટમાં બે લોકો માટે રાખેલા ટેબલ પર સફેદ હૂડવાળા સ્વેટશર્ટ પહેરેલી કોકેશિયન યુવતી બેઠી છે.,ટેબલ પર બેઠેલી બે સ્ત્રીઓ.
1039360778.jpg,વાદળી શર્ટ અને સનગ્લાસ પહેરેલી એક મહિલા ઘાસના મેદાનમાં લાલ ધાબળા પર સૂઈ રહી છે અને તેની બાજુમાં બાઇક મૂકી છે.,એક સ્ત્રી લાલ ધાબળા પર સૂઈ રહી છે.
103953336.jpg,કોઈ લાંબા પુલ પર ઊભું છે અને પૃષ્ઠભૂમિમાં વાદળછાયું વાદળી આકાશ છે.,એક માણસ પુલ પાર કરી રહ્યો છે.
1039637574.jpg,આછા ગુલાબી રંગના ડ્રેસમાં એક દુલ્હન પુરુષ સંબંધીઓ સાથે ફોટો માટે પોઝ આપી રહી છે અને સફેદ પેન્ટ સાથે ક્રીમ શર્ટ પહેરેલા એક પુરુષ દ્વારા તેનો ફોટો ખેંચવામાં આવી રહ્યો છે.,એક કન્યા અને વરરાજા લગ્ન કરી રહ્યા છે.
10404007.jpg,એક ઘાસવાળા વિસ્તારમાં ઉદાસ ચહેરા સાથે એક નાનો ગોરો છોકરો.,એક નાનો છોકરો ઘાસમાં રમી રહ્યો છે.
1040426962.jpg,એક માણસ ગ્રીલ પર ગ્રીલ બાસ્કેટમાં લીલા કઠોળ જેવું લાગે છે તે રસોઇ કરી રહ્યો છે અને તેની પાસે પીળી લેબ ઉભી છે જ્યારે કોઈ વ્યક્તિ ઉપરથી ચિત્ર લે છે.,એક માણસ અને તેનો કૂતરો બહાર ઉભા છે.
104136873.jpg,ત્રણ લોકો એક ટેકરીની ટોચ પર છે જે લીલી ખીણને જુએ છે.,ત્રણ લોકો પર્વતની ટોચ પર આરામ કરી રહ્યા છે.
